month,Ticker,open_avg,high_avg,low_avg,close_avg,volume_sum,rows
2024-03,ADANIENT,3170.202631578947,3209.657894736842,3113.2999999999997,3158.673684210526,29388484,19
2024-03,ADANIPORTS,1300.136842105263,1316.7815789473684,1278.4684210526316,1297.1736842105263,66232774,19
2024-03,APOLLOHOSP,6136.892105263158,6207.586842105263,6055.871052631579,6140.702631578948,11453136,19
2024-03,ASIANPAINT,2846.8026315789475,2863.9026315789474,2821.4684210526316,2844.5026315789473,21458894,19
2024-03,AXISBANK,1073.8999999999999,1084.5763157894737,1062.9263157894736,1072.8157894736842,176347978,19
2024-03,BAJAJ-AUTO,8528.042105263157,8688.199999999999,8423.315789473685,8589.271052631579,11917673,19
2024-03,BAJAJFINSV,1586.7894736842106,1606.4289473684212,1571.0078947368422,1588.6947368421054,27233058,19
2024-03,BAJFINANCE,6576.5289473684215,6672.394736842105,6515.636842105264,6603.036842105263,26761712,19
2024-03,BEL,201.17631578947368,203.98684210526315,196.86315789473684,200.3684210526316,586445228,19
2024-03,BHARTIARTL,1192.863157894737,1209.1763157894736,1182.636842105263,1197.2973684210526,132230182,19
2024-03,BPCL,303.2373684210526,308.6115789473684,298.21736842105264,303.3336842105263,319361804,19
2024-03,BRITANNIA,4889.702631578948,4942.61052631579,4835.986842105263,4890.813157894737,5726601,19
2024-03,CIPLA,1475.9289473684212,1490.2473684210527,1456.136842105263,1473.4947368421053,29497568,19
2024-03,COALINDIA,438.9105263157894,443.90526315789475,430.93684210526317,437.8,216693806,19
2024-03,DRREDDY,1251.8884210526317,1261.9063157894736,1235.9994736842107,1247.6847368421054,29548910,19
2024-03,EICHERMOT,3825.9526315789476,3875.686842105263,3782.4,3827.152631578947,14104643,19
2024-03,GRASIM,2211.815789473684,2239.0894736842106,2187.492105263158,2215.9263157894734,15796008,19
2024-03,HCLTECH,1623.8184210526315,1637.5026315789473,1600.5763157894737,1615.6394736842105,55969973,19
2024-03,HDFCBANK,1437.6184210526317,1450.9447368421054,1431.2631578947369,1442.5605263157895,463846972,19
2024-03,HDFCLIFE,618.0526315789474,626.8473684210527,611.1605263157894,619.4157894736842,97935824,19
2024-03,HEROMOTOCO,4594.05,4654.865789473684,4537.713157894737,4603.055263157895,11269433,19
2024-03,HINDALCO,532.4342105263158,539.1263157894737,526.0973684210527,533.5131578947369,120100188,19
2024-03,HINDUNILVR,2332.5894736842106,2348.6394736842108,2316.4105263157894,2329.6210526315786,44149525,19
2024-03,ICICIBANK,1080.8,1093.7973684210526,1074.0447368421053,1085.4184210526316,351930268,19
2024-03,INDUSINDBK,1508.8473684210526,1527.7631578947369,1495.6263157894737,1512.6499999999999,72901751,19
2024-03,INFY,1592.692105263158,1604.4684210526316,1575.728947368421,1587.2684210526315,136192906,19
2024-03,ITC,416.9157894736842,420.62894736842105,413.03684210526313,416.30526315789473,487270465,19
2024-03,JSWSTEEL,814.271052631579,825.1578947368421,803.8394736842106,814.8263157894737,56700291,19
2024-03,KOTAKBANK,1742.6052631578948,1760.0631578947366,1730.328947368421,1746.2447368421053,102357043,19
2024-03,LT,3603.963157894737,3651.8631578947366,3574.992105263158,3615.8894736842103,44850973,19
2024-03,M&M,1893.6552631578945,1918.878947368421,1867.942105263158,1892.1184210526317,71031453,19
2024-03,MARUTI,11697.581578947367,11858.5,11604.597368421053,11762.550000000001,10383525,19
2024-03,NESTLEIND,2575.3394736842106,2601.8368421052633,2545.757894736842,2576.194736842105,19020391,19
2024-03,NTPC,334.4842105263158,338.80526315789473,328.55263157894734,333.96578947368425,349551439,19
2024-03,ONGC,268.0157894736842,272.0394736842105,263.4736842105263,267.9842105263158,295683561,19
2024-03,POWERGRID,277.3578947368421,281.46315789473687,273.44736842105266,277.5315789473684,391652859,19
2024-03,RELIANCE,1463.911052631579,1477.6231578947368,1451.948947368421,1464.812105263158,226194998,19
2024-03,SBILIFE,1503.4526315789474,1520.3552631578948,1484.4815789473685,1500.8131578947368,23734410,19
2024-03,SBIN,754.8000000000001,762.7421052631579,747.021052631579,754.3000000000001,360300240,19
2024-03,SHRIRAMFIN,2378.5157894736844,2408.9184210526314,2340.5947368421052,2371.7105263157896,40579114,19
2024-03,SUNPHARMA,1578.292105263158,1593.5552631578946,1559.3315789473684,1577.192105263158,53230274,19
2024-03,TATACONSUM,1167.4994736842107,1178.2810526315789,1147.4878947368422,1160.9784210526316,38543082,19
2024-03,TATAMOTORS,988.0736842105264,1001.2026315789473,972.3947368421053,986.1105263157893,274752863,19
2024-03,TATASTEEL,150.21842105263158,152.8078947368421,147.6605263157895,150.51052631578946,1400011487,19
2024-03,TCS,4050.6052631578946,4093.115789473684,4011.7342105263156,4049.3078947368426,57514817,19
2024-03,TECHM,1274.5368421052633,1283.9368421052632,1260.0078947368422,1272.6789473684212,33484431,19
2024-03,TITAN,3695.060526315789,3731.318421052632,3656.1394736842103,3702.9500000000003,17381810,19
2024-03,TRENT,3956.163157894737,4014.876315789473,3889.694736842105,3955.6131578947366,15681381,19
2024-03,ULTRACEMCO,9722.447368421053,9804.734210526316,9618.602631578948,9706.031578947368,6036019,19
2024-03,WIPRO,506.74736842105267,511.0131578947368,499.6105263157895,504.60526315789474,111330483,19
