month,Ticker,open_avg,high_avg,low_avg,close_avg,volume_sum,rows
2024-05,ADANIENT,3071.6863636363637,3129.715909090909,3020.622727272727,3078.4045454545453,57461988,22
2024-05,ADANIPORTS,1350.259090909091,1369.140909090909,1325.4022727272727,1350.359090909091,97391701,22
2024-05,APOLLOHOSP,5921.647727272727,5959.259090909091,5853.965909090909,5902.481818181818,10692960,22
2024-05,ASIANPAINT,2865.4045454545453,2898.990909090909,2831.4863636363634,2865.406818181818,32374118,22
2024-05,AXISBANK,1144.8886363636364,1157.1000000000001,1133.9386363636365,1145.3431818181818,174863284,22
2024-05,BAJAJ-AUTO,8947.90909090909,9032.06590909091,8827.220454545455,8936.438636363637,9477768,22
2024-05,BAJAJFINSV,1592.7681818181818,1607.8045454545454,1575.3136363636365,1586.3,28224396,22
2024-05,BAJFINANCE,6813.236363636364,6862.311363636364,6726.904545454545,6771.031818181818,25627298,22
2024-05,BEL,256.66136363636366,260.8568181818182,251.01363636363638,256.91818181818184,973649117,22
2024-05,BHARTIARTL,1329.05,1343.765909090909,1315.5727272727272,1330.490909090909,142399354,22
2024-05,BPCL,315.48318181818183,318.85909090909087,309.1145454545454,313.63363636363636,368293614,22
2024-05,BRITANNIA,5109.977272727273,5176.722727272727,5052.454545454545,5127.238636363636,10377452,22
2024-05,CIPLA,1430.2704545454546,1446.3090909090909,1410.1886363636365,1427.5931818181818,59437920,22
2024-05,COALINDIA,472.7386363636364,479.69545454545454,464.22272727272724,472.9,354260833,22
2024-05,DRREDDY,1196.783181818182,1204.0195454545456,1180.105909090909,1191.6095454545455,57156765,22
2024-05,EICHERMOT,4681.513636363637,4740.063636363636,4635.397727272727,4692.486363636363,14881701,22
2024-05,GRASIM,2413.336363636364,2434.7090909090907,2379.718181818182,2405.9045454545453,17536189,22
2024-05,HCLTECH,1341.3999999999999,1349.9454545454546,1328.009090909091,1338.1795454545454,86966587,22
2024-05,HDFCBANK,1484.3204545454546,1498.6272727272728,1475.4772727272727,1487.9318181818182,371196122,22
2024-05,HDFCLIFE,563.4636363636363,568.0045454545455,555.9409090909091,560.6318181818182,136179453,22
2024-05,HEROMOTOCO,4925.209090909091,4993.665909090909,4863.25909090909,4939.279545454545,18934492,22
2024-05,HINDALCO,660.8886363636364,669.025,650.0,659.3727272727273,220771074,22
2024-05,HINDUNILVR,2330.8522727272725,2354.5750000000003,2313.163636363636,2336.1749999999997,44381556,22
2024-05,ICICIBANK,1126.4340909090909,1136.5272727272727,1116.9704545454545,1126.0295454545455,298166451,22
2024-05,INDUSINDBK,1444.2204545454545,1456.293181818182,1424.7749999999999,1439.1613636363636,71479959,22
2024-05,INFY,1438.1045454545454,1449.2181818181818,1428.4431818181818,1438.5863636363638,175215341,22
2024-05,ITC,434.54772727272723,437.82272727272726,430.27727272727276,433.53409090909093,332118569,22
2024-05,JSWSTEEL,885.7772727272727,897.3090909090909,873.2272727272727,886.0636363636364,61916694,22
2024-05,KOTAKBANK,1663.1954545454546,1676.2886363636362,1648.9113636363638,1663.5045454545455,185801740,22
2024-05,LT,3484.765909090909,3528.3613636363634,3450.6795454545454,3493.015909090909,74979898,22
2024-05,M&M,2370.4249999999997,2407.879545454545,2346.15,2381.684090909091,80648628,22
2024-05,MARUTI,12668.261363636364,12774.670454545454,12505.15,12648.629545454545,11116925,22
2024-05,NESTLEIND,2482.8386363636364,2501.731818181818,2454.538636363636,2473.9227272727276,18450977,22
2024-05,NTPC,363.64772727272725,367.5,357.87045454545455,362.2568181818182,312027267,22
2024-05,ONGC,277.8363636363636,280.34772727272724,272.87954545454545,275.6363636363636,303201365,22
2024-05,POWERGRID,310.84318181818185,315.39090909090913,306.325,311.67727272727274,390402941,22
2024-05,RELIANCE,1434.8999999999999,1447.4254545454546,1422.499090909091,1434.4622727272726,240620924,22
2024-05,SBILIFE,1434.140909090909,1446.3954545454546,1417.3454545454545,1430.4818181818182,28929484,22
2024-05,SBIN,823.4954545454547,830.8568181818181,813.4681818181817,821.4113636363636,406162627,22
2024-05,SHRIRAMFIN,2410.793181818182,2440.052272727273,2367.9522727272724,2395.6,28685118,22
2024-05,SUNPHARMA,1511.1454545454544,1524.6181818181817,1492.7613636363637,1508.4431818181818,61840589,22
2024-05,TATACONSUM,1081.1822727272727,1090.259090909091,1066.7949999999998,1078.7818181818182,39676509,22
2024-05,TATAMOTORS,976.2227272727273,983.8840909090909,960.6386363636364,970.9568181818181,307138368,22
2024-05,TATASTEEL,168.85909090909092,170.58863636363637,166.3090909090909,168.42954545454543,1015812634,22
2024-05,TCS,3871.972727272727,3899.406818181818,3834.8045454545454,3865.747727272727,48488949,22
2024-05,TECHM,1291.2977272727273,1301.1545454545455,1275.759090909091,1288.0772727272727,39949655,22
2024-05,TITAN,3368.7386363636365,3391.45,3318.115909090909,3347.715909090909,33644037,22
2024-05,TRENT,4595.263636363637,4647.547727272728,4519.040909090909,4585.327272727272,17531380,22
2024-05,ULTRACEMCO,9854.056818181818,9937.39090909091,9746.470454545455,9832.072727272727,7321701,22
2024-05,WIPRO,458.4613636363636,461.02272727272725,453.57045454545454,456.7704545454546,125220736,22
