month,Ticker,open_avg,high_avg,low_avg,close_avg,volume_sum,rows
2024-04,ADANIENT,3151.295,3179.91,3115.04,3143.4224999999997,21517479,20
2024-04,ADANIPORTS,1344.3325,1356.2625,1329.8325,1340.3875,84607519,20
2024-04,APOLLOHOSP,6319.665,6373.9825,6218.99,6297.807500000001,10289878,20
2024-04,ASIANPAINT,2863.3424999999997,2883.4925,2839.1575000000003,2862.0775000000003,20285504,20
2024-04,AXISBANK,1072.33,1085.9775,1063.0774999999999,1076.0625,270511774,20
2024-04,BAJAJ-AUTO,8990.127499999999,9064.1575,8869.525,8951.8875,9788792,20
2024-04,BAJAJFINSV,1647.8525000000002,1664.3674999999998,1629.425,1645.5825,29375461,20
2024-04,BAJFINANCE,7140.81,7206.7,7060.6,7137.964999999999,26108743,20
2024-04,BEL,228.92249999999999,232.5525,226.15,229.72750000000002,642123137,20
2024-04,BHARTIARTL,1257.2649999999999,1273.0325,1245.1174999999998,1260.2375,143773071,20
2024-04,BPCL,300.231,304.3845,295.44899999999996,299.6545,293242726,20
2024-04,BRITANNIA,4804.8099999999995,4829.9175000000005,4756.43,4795.235,7027932,20
2024-04,CIPLA,1422.5425,1431.2625,1402.96,1413.6875,30538222,20
2024-04,COALINDIA,447.2575,452.1175,442.01750000000004,447.37,163365405,20
2024-04,DRREDDY,1227.4135,1237.5335,1212.6185,1223.7075,35707695,20
2024-04,EICHERMOT,4284.1,4352.575,4236.6825,4304.7,17727627,20
2024-04,GRASIM,2298.825,2325.145,2274.25,2301.9175,14121792,20
2024-04,HCLTECH,1500.3225,1516.2075,1484.6425,1495.3725,73128508,20
2024-04,HDFCBANK,1513.44,1527.2325,1502.605,1514.6075,362249286,20
2024-04,HDFCLIFE,613.75,617.905,605.4024999999999,610.9225,108251968,20
2024-04,HEROMOTOCO,4474.1725,4520.04,4410.415,4455.4574999999995,15270323,20
2024-04,HINDALCO,606.415,613.52,598.48,606.87,176306694,20
2024-04,HINDUNILVR,2251.725,2262.38,2234.295,2246.59,44317176,20
2024-04,ICICIBANK,1092.1924999999999,1104.24,1083.4825,1095.1125,288154205,20
2024-04,INDUSINDBK,1521.8700000000001,1534.7024999999999,1501.08,1516.625,67724262,20
2024-04,INFY,1460.2725,1471.7625,1447.2199999999998,1456.5425,185453567,20
2024-04,ITC,429.145,432.355,425.5075,429.0375,261999483,20
2024-04,JSWSTEEL,870.8075000000001,882.2425,859.0200000000001,870.82,57263144,20
2024-04,KOTAKBANK,1756.8725,1776.5224999999998,1741.3325,1758.64,206303795,20
2024-04,LT,3687.2300000000005,3717.1575,3647.245,3677.585,42599949,20
2024-04,M&M,2041.6,2074.6325,2016.0275000000001,2048.69,60083685,20
2024-04,MARUTI,12657.8,12800.807499999999,12503.58,12657.0825,10214391,20
2024-04,NESTLEIND,2530.9275000000002,2556.4575,2495.325,2521.8725,24838371,20
2024-04,NTPC,354.5625,359.5125,350.61,355.1725,336972426,20
2024-04,ONGC,275.525,279.34749999999997,272.54499999999996,275.4,441262651,20
2024-04,POWERGRID,283.09749999999997,286.43,280.09000000000003,283.35749999999996,335787230,20
2024-04,RELIANCE,1468.3715,1480.9695,1458.1100000000001,1468.084,219497200,20
2024-04,SBILIFE,1474.335,1486.84,1455.7875,1467.715,28441986,20
2024-04,SBIN,770.7,780.0625,763.4100000000001,774.0525,311039754,20
2024-04,SHRIRAMFIN,2476.625,2507.975,2431.63,2475.2974999999997,28512229,20
2024-04,SUNPHARMA,1562.7024999999999,1574.2375,1541.8200000000002,1556.185,56457137,20
2024-04,TATACONSUM,1108.7694999999999,1123.3985,1095.963,1113.0594999999998,50151029,20
2024-04,TATAMOTORS,999.5925,1007.36,989.4975000000001,998.29,169277676,20
2024-04,TATASTEEL,164.17000000000002,166.1575,161.935,163.77249999999998,1123329176,20
2024-04,TCS,3904.28,3943.465,3871.4474999999998,3903.625,50101987,20
2024-04,TECHM,1238.4775,1254.3525,1224.415,1235.34,59725418,20
2024-04,TITAN,3667.0125,3690.2400000000002,3620.255,3651.3475,19920768,20
2024-04,TRENT,4078.405,4161.1025,4014.12,4082.5325,21230620,20
2024-04,ULTRACEMCO,9751.42,9833.6975,9648.215,9736.09,7852913,20
2024-04,WIPRO,469.56499999999994,473.95500000000004,464.395,468.265,138099164,20
