month,Ticker,open_avg,high_avg,low_avg,close_avg,volume_sum,rows
2023-10,ADANIENT,2404.58,2429.9,2368.9825,2393.57,29755246,20
2023-10,ADANIPORTS,805.0024999999999,811.6875,795.3050000000001,801.1975,63920642,20
2023-10,APOLLOHOSP,4993.4875,5024.8475,4933.6825,4978.780000000001,7880043,20
2023-10,ASIANPAINT,3110.92,3129.8375,3084.57,3102.7799999999997,18372958,20
2023-10,AXISBANK,998.7175,1007.5600000000001,987.4675,996.1975,170452203,20
2023-10,BAJAJ-AUTO,5175.4225,5232.96,5131.43,5178.2325,11508601,20
2023-10,BAJAJFINSV,1603.9825,1622.0674999999999,1586.4975,1606.15,32829911,20
2023-10,BAJFINANCE,7881.460000000001,7944.9800000000005,7787.6125,7857.2325,18942645,20
2023-10,BEL,136.01,137.4325,134.525,135.9725,218706151,20
2023-10,BHARTIARTL,932.9275,941.43,928.0525,935.0674999999999,88728567,20
2023-10,BPCL,172.2925,174.1335,170.84650000000002,172.372,145737290,20
2023-10,BRITANNIA,4538.135,4565.08,4507.62,4539.7125,6859134,20
2023-10,CIPLA,1176.5625,1188.5575000000001,1163.2450000000001,1175.895,34195095,20
2023-10,COALINDIA,304.27750000000003,307.8275,300.875,305.15,184053822,20
2023-10,DRREDDY,1099.7440000000001,1109.1365,1088.5985,1097.5584999999999,38345630,20
2023-10,EICHERMOT,3438.3075,3468.2625,3404.6475,3433.9550000000004,7812168,20
2023-10,GRASIM,1917.6165,1933.9615000000001,1895.0634999999997,1915.4005000000002,13795923,20
2023-10,HCLTECH,1249.6475,1264.225,1238.725,1251.9075,50627101,20
2023-10,HDFCBANK,1518.3575,1528.0325,1505.5674999999999,1514.935,315087949,20
2023-10,HDFCLIFE,625.525,631.5899999999999,618.35,625.0024999999999,60795989,20
2023-10,HEROMOTOCO,3101.6825,3131.73,3065.8275000000003,3097.825,10476471,20
2023-10,HINDALCO,474.07250000000005,478.77250000000004,468.07250000000005,472.36,107212114,20
2023-10,HINDUNILVR,2509.525,2529.5275,2497.125,2514.7075,30344853,20
2023-10,ICICIBANK,938.2,943.9399999999999,931.3525,936.5049999999999,210597412,20
2023-10,INDUSINDBK,1435.345,1447.8525,1417.0975,1432.67,64261839,20
2023-10,INFY,1429.965,1444.0125,1419.1950000000002,1431.2075,115659556,20
2023-10,ITC,441.84250000000003,444.99750000000006,438.4225,441.225,183880361,20
2023-10,JSWSTEEL,765.665,770.635,756.545,762.9425,32156482,20
2023-10,KOTAKBANK,1740.2875,1752.92,1726.2599999999998,1740.295,70509740,20
2023-10,LT,3027.8775,3049.2425,2996.545,3023.9175,39716500,20
2023-10,M&M,1547.1325000000002,1559.0149999999999,1528.7075,1542.3049999999998,42999563,20
2023-10,MARUTI,10519.539999999999,10608.795,10413.7,10499.39,8959018,20
2023-10,NESTLEIND,2342.489,2369.522,2322.031,2346.9610000000002,18790830,20
2023-10,NTPC,238.285,240.475,235.27249999999998,237.8925,252163858,20
2023-10,ONGC,185.0625,186.22,183.23499999999999,184.5425,186611068,20
2023-10,POWERGRID,200.25,202.09,198.31,200.7475,260626064,20
2023-10,RELIANCE,1154.7385,1162.373,1147.8545,1153.9315000000001,205673358,20
2023-10,SBILIFE,1312.775,1327.5125,1301.8475,1316.5975,20622468,20
2023-10,SBIN,577.2375,580.7149999999999,571.5375,575.5,258401852,20
2023-10,SHRIRAMFIN,1876.6125,1899.3625,1845.2849999999999,1870.4525,27084173,20
2023-10,SUNPHARMA,1129.6025,1137.22,1117.9424999999999,1126.8200000000002,34318492,20
2023-10,TATACONSUM,876.716,885.302,869.1075000000001,878.095,29378176,20
2023-10,TATAMOTORS,641.7675,647.8925,633.255,639.72,215850154,20
2023-10,TATASTEEL,124.62750000000001,125.3075,123.16749999999999,123.95750000000001,516378218,20
2023-10,TCS,3503.1525,3525.6575,3475.79,3497.835,39818106,20
2023-10,TECHM,1181.9275,1192.4875,1170.2175,1180.7424999999998,45104234,20
2023-10,TITAN,3229.5575,3260.1625,3201.1724999999997,3232.6875,15644455,20
2023-10,TRENT,2065.7025000000003,2090.2275,2037.9099999999999,2066.9725,10334179,20
2023-10,ULTRACEMCO,8291.252499999999,8365.795,8215.102499999999,8290.16,7119181,20
2023-10,WIPRO,399.8675,403.0,397.14,399.6625,86138382,20
